URN,Perseus,Text,SOL
urn:cts:greekLit:tlg1389.tlg001.dc3:κατὰ_τὴν_ἀγορὰν_ἀψευδεῖν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kata_ten_agoran_apseudein,"Κατὰ τὴν ἀγορὰν ἀψευδεῖν: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατ' Ἀθηνογένους α ""ὁ μὲν τοίνυν νόμος κελεύει ἀψευδεῖν ἐν τῇ ἀγορᾷ."" ἔοικεν ὁ νόμος περὶ τῶν ὠνίων κεῖσθαι· Θεόφραστος γοῦν ἐν τοῖς περὶ νόμων φησὶ δυοῖν τούτων ἐπιμελεῖσθαι δεῖν τοὺς ἀγορανόμους, τῆς τε ἐν τῇ ἀγορᾷ εὐκοσμίας καὶ τοῦ ἀψευδεῖν μὴ μόνον τοὺς πιπράσκοντας, ἀλλὰ καὶ τοὺς ὠνουμένους.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κατατομή,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.katatome,"Κατατομή: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατὰ Δημοσθένους ""καὶ καθήμενος κάτω ὑπὸ τῇ κατατομῇ."" <person TLG=""0583"">Φιλόχορος</person>  δὲ ἐν ϛ οὕτως ""Αἰσχραῖος Ἀναγυράσιος ἀνέθηκε τὸν ὑπὲρ τοῦ θεάτρου τρίποδα καταργυρώσας, νενικηκὼς τῷ πρότερον ἔτει χορηγῶν παισὶ, καὶ ἐπέγραψεν ἐπὶ τὴν κατατομὴν τῆς πέτρας.""",
urn:cts:greekLit:tlg1389.tlg001.dc3:καταπλήξ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.katapaex,"Καταπλήξ: ὁ συνεχῶς πεπληγμένος· <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς Αἰσχίνην τὸν Σωκρατικὸν, καὶ ἐν τῷ <work TLG=""0540.042"">κατ’ Ἀνδοκίδου</work> ἀσεβείας, εἰ γνήσιος ὁ λόγος. <person TLG=""0566"">Θεόπομπος</person> Τισαμενῷ 

<qverse>ἀλλ' ἡ μὲν Εἰλείθυια συγγνώμην ἔχει</qverse> 
<qverse>ὑπὸ τῶν γυναικῶν οὖσα καταπλὴξ τὴν τέχνην.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:καταχύσματα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.katachusmata,"Καταχύσματα: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.045"">κατὰ Στεφάνου α</work>. ὅτι τῶν νεωνήτων οἱ δεσπόται τραγήματα κατέχεον <person TLG=""0019"">Ἀριστοφάνης</person> <work TLG=""0019.029"">Πλούτῳ</work> δηλοῖ· ὅτι δὲ καὶ τῶν ἀπὸ θεωρίας * * * *. κατεχεῖτο δὲ καὶ τῶν νυμφίων, ὡς <person TLG=""0566"">Θεόπομπος</person> Ἡδυχάρει.",
urn:cts:greekLit:tlg1389.tlg001.dc3:καταχειροτονία,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.katacheirotonia,"Καταχειροτονία: ἔθος ἦν Ἀθήνησι κατὰ τῶν ἀρχόντων καὶ κατὰ τῶν συκοφαντῶν προβολὰς ἐν τῷ δήμῳ τίθεσθαι· εἰ δέ τις καταχειροτονηθείη, οὗτος εἰσήγετο εἰς τὸ δικαστήριον. ἔστι δὲ πολλάκις τοὔνομα παρά τε <person TLG=""0014"">Δημοσθένει</person> ἐν τῷ <work TLG=""0014.021"">κατὰ Μειδίου</work> καὶ Ὑπερείδῃ ἐν τῷ ὑπὲρ Χαιρεφίλου περὶ τοῦ ταρίχους. διεξῆλθε δὲ περὶ τῆς καταχειροτονίας καὶ Θεόφραστος ἐν δ Νόμων.",
urn:cts:greekLit:tlg1389.tlg001.dc3:καταψευδομαρτυρησάμενος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.katapseudomarturesamenos,"Καταψευδομαρτυρησάμενος: ἀντὶ τοῦ παρασχὼν τοὺς τὰ ψεύδη μαρτυρήσοντας <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ κατὰ Στεφάνου.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κατέλευσαν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kateleusan,"Κατέλευσαν: ἀντὶ τοῦ λίθοις κατέβαλον· <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατ' Αὐτοκλέους.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κατωικοδόμησεν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.katoikodomesen,"Κατωικοδόμησεν: ἀντὶ τοῦ κατέκλεισεν εἰς οἴκημα καὶ ἀπέκτεινεν <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ κατὰ Διοκλέους πολλάκις.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κεβρῆνα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kebrena,"Κεβρῆνα: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>. πόλις ἐστὶ τῆς Τρῳάδος Κεβρὴν, Κυμαίων ἀποικία, ὥς φησιν <person TLG=""0536"">Ἔφορος</person> ἐν α.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κεγχρεών,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kegchreon,"Κεγχρεών: <person TLG=""0014"">Δημοσθένης</person> ἐν τῇ πρὸς Πανταίνετον παραγραφῇ ""κἄπειτ' ἔπεισε τοὺς οἰκέτας τοὺς ἐμοὺς καθέζεσθαι εἰς τὸν κεγχρεῶνα"" ἀντὶ τοῦ εἰς τὸ καθαριστήριον, ὅπου τὴν ἐκ τῶν μετάλλων κέγχρον διέψυχον, ὡς ὑποσημαίνει Θεόφραστος ἐν τῷ περὶ μετάλλων.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κεῖοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.keioi,"Κεῖοι: <person TLG=""0540"">Λυσίας</person> ἐν τῷ περὶ τῶν ἰδίων εὐεργεσιῶν ""οἱ Κεῖοι μὲν πόλις τοσαύτη."" Κέως μία τῶν Κυκλάδων νήσων, παρακειμένη τῇ Ἀττικῇ. τὴν νῆσον δὲ πόλιν ὠνόμασεν ὁ ῥήτωρ. καὶ <person TLG=""0006"">Εὐριπίδης</person> τὴν Εὔβοιαν· 

<qverse TLG=""0006.046.294"">Εὔβοι' Ἀθήναις ἐστί τις γείτων πόλις.</qverse> 

<person TLG=""0019"">Ἀριστοφάνης</person> δὲ περὶ Σικελίας φησὶν 

<qverse TLG=""0019.023.251"">οἵα πόλις τάλαινα διαλυμαίνεται.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:κειριάδης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.keiriades,"Κειριάδης: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῇ πρὸς Βοιωτὸν ἐκ δημοτῶν ἐφέσει. ὅτι Κειριάδαι δῆμός ἐστι τῆς Ἱπποθωντίδος εἴρηκε Διόδωρος ἐν τῷ περὶ τῶν δήμων.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κεκροπίς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kekropis,"Κεκροπίς: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ πρὸς Ἀριστογείτονα. μία δ' ἦν τῶν ι φυλῶν Ἀθήνησι Κεκροπὶς, ὡς <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ ἐπιταφίῳ, εἰ γνήσιος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κελέοντες,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.keleontes,"Κελέοντες: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῇ πρὸς Δημοσθένους γραφὴν ἀπολογίᾳ ""ἵνα τοὺς κελέοντας κατέπηξεν."" κυρίως μὲν κελέοντές εἰσιν οἱ ἱστόποδες, ὡς καὶ παρ' Ἀριστοφάνει δῆλον τῷ κωμικῷ. μεταφορικῶς δὲ νῦν ὁ ῥήτωρ λέγοι ἂν τὰ ὀρθὰ ξύλα.","kappa,1296"
urn:cts:greekLit:tlg1389.tlg001.dc3:κεραμεῖς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kerameis,"Κεραμεῖς: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ ὑπὲρ Ξενοφίλου α. δῆμός ἐστι φυλῆς τῆς Ἀκαμαντίδος Κεραμεῖς, ὥς φησι Διόδωρος. φησὶ δὲ <person TLG=""0583"">Φιλόχορος</person>  ἐν γ εἰληφέναι τούτους τοὔνομα ἀπὸ τῆς κεραμικῆς τέχνης καὶ τοῦ θύειν Κεράμῳ τινὶ ἥρωϊ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κεραμεικός,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kerameikos,"Κεραμεικός: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ πρὸς Νικοκλέα περὶ ὅρων. ὅτι δύο εἰσὶ Κεραμεικοὶ, ὡς καὶ ὁ ῥήτωρ φησὶν, ὁ μὲν ἔνδον τῆς πόλεως, ὁ δὲ ἕτερος ἔξω, ἔνθα καὶ τοὺς ἐν πολέμῳ τελευτήσαντας ἔθαπτον δημοσίᾳ καὶ τοὺς ἐπιταφίους ἔλεγον, δηλοῖ Καλλικράτης ἢ Μενεκλῆς ἐν τῷ περὶ Ἀθηνῶν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κερκιδᾶς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kerkidas,"Κερκιδᾶς: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work> τοὺς προδότας καταλέγων φησὶν <q TLG=""0014.018.295"">Ἀρκάδας Κερκιδᾶς.</q> ὅτι δ' οὗτος τῶν τὰ Μακεδονικὰ φρονούντων ἦν εἴρηκε καὶ <person TLG=""0566"">Θεόπομπος</person> ἐν ιε Φιλιππικῶν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κέρκουρος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kerkouros,"Κέρκουρος: εἶδος τι νεώς· <person TLG=""0029"">Δείναρχος</person> Τυρρηνικῷ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κέρκωψ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kerkops,"Κέρκωψ: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.002"">περὶ τῆς πρεσβείας</work>. ἐν τοῖς εἰς Ὅμηρον ἀναφερομένοις Κέρκωψιν δηλοῦται ὡς ἐξαπατητῆρές τε ἦσαν καὶ ψεῦσται οἱ Κέρκωπες· Ξεναγόρας δὲ εἰς πιθήκους αὐτοὺς μεταβαλεῖν φησι, καὶ τὰς Πιθηκούσσας νήσους ἀπ' αὐτῶν κληθῆναι. Αἰσχρίων δὲ ὁ Σάμιος ἐν τοῖς ἰάμβοις καὶ τὰ ὀνόματα αὐτῶν ἀναγράφει, Κάνδουλον καὶ Ἄτλαντον.","kappa,1405; kappa,1406"
urn:cts:greekLit:tlg1389.tlg001.dc3:κεινέας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.keineas,"Κεινέας: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>. ὡμολόγηται καὶ παρὰ τοῖς ἱστορικοῖς ὅτι Κεινέας εἷς ἦν τῶν προϊεμένων Φιλίππῳ τὰ Θετταλῶν πράγματα, καὶ μάλιστα Θεοπόμπῳ ἐν α, ἅμα καὶ διεξερχομένῳ τὰ περὶ τὸν ἄνδρα.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κερσοβλέπτης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kersobleptes,"Κερσοβλέπτης: πολλάκις τούτου μνημονεύουσιν οἱ ῥήτορες, ὥσπερ καὶ <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>. ἦν δὲ παῖς Κότυος, καὶ νεώτατος ὢν βασιλεὺς κατεστάθη ὑπὸ τοῦ πατρὸς Θρᾴκης. ὅτι δὲ καὶ περὶ Χερρονήσου ποτὲ ἐπολέμησεν Ἀθηναίοις δηλοῖ καὶ <person TLG=""0010"">Ἰσοκράτης</person> ἐν τῷ περὶ εἰρήνης.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κεστρῖνοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kestrinoi,"Κεστρῖνοι: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ περὶ τοῦ ταρίχους. κεστρῖνος ἰχθύς. ἐπισκεπτέον δὲ εἰ διαφέρει τι κεστρέως.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κέφαλος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kefalos,"Κέφαλος: ὄνομα κύριον, δημαγωγός.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κεφαλῆθεν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kefalethen,"Κεφαλῆθεν: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ πρὸς Καλυδῶνα ἐπιτροπῆς. Κεφαλὴ δῆμος τῆς Ἀκαμαντίδος, ἀφ' ἧς ὁ δημότης λέγεται Κεφαλῆθεν, καθά φησι Διόδωρος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κηδωνίδης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kedonides,"Κηδωνίδης: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.001"">κατὰ Τιμάρχου</work> <q TLG=""0026.001.52"">ὑπερβαίνων τούσδε τοὺς ἀγρίους, Κηδωνίδην καὶ Αὐτοκλείδην καὶ Θέρσανδρον.</q> παιδερασταί τινες ἦσαν οὗτοι σφοδροί.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κηκίς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kekis,"Κηκίς: βάμμα τι καὶ στύμμα, ἢ καρπός τις δρυὸς ἐπιτήδειος εἰς βαφήν· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.027"">κατ' Ἀφόβου α</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κῆπος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kepos,"Κῆπος: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. πόλις δ' ἐστὶ κατὰ Βόσπορον καλουμένη Κῆπος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κηρύκεια,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kerukeia,"Κηρύκεια: ὁ διδόμενος μισθὸς τοῖς κήρυξιν ἐπὶ ταῖς γινομέναις πράσεσιν· <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ κατ' Ἐλπαγόρου καὶ Δημοφάνους.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κήρυκες,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kerukes,"Κήρυκες: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.011"">Πανηγυρικῷ</work>. γένος ἐστὶν ἐν Ἀθήναις οὕτως ὀνομαζόμενον, κέκληται δὲ ἀπὸ Κήρυκος τοῦ Ἑρμοῦ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κηττοί,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kettoi,"Κηττοί: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Νικίδου ἀργίας. δῆμός ἐστι τῆς Λεοντίδος, ὡς Διόδωρος ὁ περιηγητής φησιν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κηφισιεύς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kefisieus,"Κηφισιεύς: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ κατ' Ἐλπαγόρου καὶ Δημοφάνους. δῆμός ἐστι τῆς Ἐρεχθηΐδος φυλῆς, ὡς αὐτός φησιν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κηφισόδωρος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kefisodoros,"Κηφισόδωρος: <person TLG=""0034"">Λυκοῦργος</person> ἐν τῷ κατὰ Μενεσαίχμου. κεκωμῴδηται δὲ οὗτος ὡς νωθής. ἕτερος δ' ἂν εἴη Κηφισόδωρος ὃς ἵππαρχος ὢν ἐν Μαντινείᾳ μετὰ Γρύλλου τοῦ Ξενοφῶντος ἀπέθανεν, οὗ μνημονεύει <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Καλλαίσχρου.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κηφισόδοτος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kefisodotos,"Κηφισόδοτος: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. <person TLG=""1125"">Ἀνδροτίων</person> ἐν ε Ἀτθίδος ἱστορεῖ ὡς Ἀλωπεκόννησον πολιορκῶν ἀπεχειροτονήθη καὶ κριθεὶς ἑάλω καὶ ἀπέτισε πέντε τάλαντα.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κιγκλίς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kigklis,"Κιγκλίς: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ κατ' Ἀριστογείτονος. αἱ τῶν δικαστηρίων θύραι κιγκλίδες ἐκαλοῦντο· <person TLG=""0019"">Ἀριστοφάνης</person> Δαιταλεῦσιν 

<qverse>ὁ δ' ἡλιαστὴς εἷρπε πρὸς τὴν κιγκλίδα.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:κίναδος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kinados,"Κίναδος: ἀντὶ τοῦ θηρίον <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>· ἔστι δὲ καὶ ἐν τῇ κωμῳδίᾳ, ὡς καὶ παρ' Ἀριστοφάνει. ἰδίως δέ φασι Σικελιώτας τὴν ἀλώπεκα καλεῖν κινάδιον.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κινησίας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kinesias,"Κινησίας: Λυσίου β λόγοι εἰσὶ πρὸς Κινησίαν, ἐν οἷς πολλάκις μνημονεύει τἀνδρὸς, λέγων ὡς ἀσεβέστατος εἴη καὶ παρανομώτατος, καὶ ὅτι καὶ οἱ κωμῳδοδιδάσκαλοι καθ' ἕκαστον ἐνιαυτὸν γράφουσιν εἰς αὐτόν. εἴη δ' ἂν οὗτος ὁ διθυραμβοποιὸς, οὗ μέμνηνται πολλάκις οἱ κωμικοὶ καὶ Στράττις ὅλον δρᾶμα ποιήσας εἰς αὐτὸν, ὅπερ ἐπεγράφη Κινησίας, ἐν ᾧ καὶ τὴν ἀσέβειαν αὐτοῦ κωμῳδεῖ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κιρραῖον_πεδίον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kirraion_pedion,"Κιρραῖον πεδίον: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. Κίρρα πόλις ἐστὶν ἀπέχουσα Δελφῶν σταδίους λ. ἔοικεν οὖν Κιρραῖον πεδίον καλεῖν ὁ ῥήτωρ τὸ ταύτῃ παρακείμενον τῇ πόλει.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κισθήνη,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kisthene,"Κισθήνη: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.011"">Πανηγυρικῷ</work>. ὄρος τῆς Θρᾴκης. Κρατῖνος 

<qverse>κἀνθένδ' ἐπὶ τέρματα γῆς ἥξεις καὶ Κισθήνης ὄρος ὄψει.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:κιττοφόρος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kittoforos,Κιττοφόρος: ἔνιοι μετὰ τοῦ σ γράφουσι κιστοφόρος· τὰς γὰρ λεγομένας κίστας ἱερὰς εἶναι ἔλεγον τοῦ Διονύσου καὶ ταῖν θεαῖν.,
urn:cts:greekLit:tlg1389.tlg001.dc3:κλιμάζηι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.klimazei,"Κλιμάζηι: <person TLG=""0029"">Δείναρχος</person> ἐν τῷ ἐπιγραφομένῳ 'συνηγορία Αἰσχίνῃ κατὰ Δεινίου' ""ὅταν οὖν ἀπολογούμενος κλιμάζῃ καὶ παράγῃ τοὺς νόμους"" ἀντὶ τοῦ παρακλίνῃ καὶ παρατρέπῃ. μήποτε δὲ δεῖ γράφειν βλιμάζηι, ἵν' ᾖ οἷον θλίβῃ καὶ βιάζηται.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κληροῦχοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.klerouchoi,"Κληροῦχοι: <person TLG=""0014"">Δημοσθένης</person> ἐν η Φιλιππικῶν. κληροῦχοι ἐκαλοῦντο οὓς Ἀθηναῖοι ἔπεμπον ἐπὶ τὰς πόλεις ἃς ἐλάμβανον, κλήρους ἑκάστοις διανεμοῦντες. <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.011"">Πανηγυρικῷ</work> <q TLG=""0010.011.107"">ὑπὲρ ὧν προσήκει τοὺς εὖ φρονοῦντας μεγάλην χάριν ἔχειν πολὺ μᾶλλον ἢ τὰς κληρουχίας ἡμῖν ὀνειδίζειν, ἃς ἡμεῖς εἰς τὰς ἐρημουμένας τῶν πόλεων φυλακῆς ἕνεκα τῶν χωρίων, ἀλλ' οὐ διὰ πλεονεξίαν ἐξεπέμπομεν.</q> ἐν δὲ τῷ περὶ τῶν συμμοριῶν <person TLG=""0014"">Δημοσθένης</person> κληρουχικὰ ἂν λέγοι τὰ τῶν ἐκπεμφθέντων εἰς ἑτέραν χώραν ἡντιναδήποτε κατὰ κληρουχίαν· πῶς γὰρ οἷόν τε τὸν μὴ ἐπιδημοῦντα Ἁθήνησι τριηραρχεῖν;",
urn:cts:greekLit:tlg1389.tlg001.dc3:κλῆσις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.klesis,"Κλῆσις: ἡ πρόσκλησις, τουτέστι παραγγελία εἰς κρίσιν· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>. ὅτι μέντοι καὶ προσκλήσεις ἔλεγον ὁ αὐτὸς ἐν τῷ περὶ Ἁγνίου κλήρου δηλοῖ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κλητῆρες_καὶ_κλητεύειν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kleteres,"Κλητῆρες καὶ κλητεύειν: κλητῆρες μὲν οἱ ἄνδρες δι' ὧν εἰς τὰς δίκας προσκαλοῦνται οἱ δικαζόμενοί τισιν· ἔδει γὰρ παρεῖναί τινας ὥσπερ μάρτυρας τῆς προσκλήσεως· <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ πρὸς Νεοκλέα περὶ χωρίου. πολὺ δ' ἐστὶν ὅλως τοὔνομα παρά τε τοῖς ῥήτορσι καὶ ἐν τῇ ἀρχαίᾳ κωμῳδίᾳ. κλητεῦσαι δ' ἐστὶ τὸ κλητῆρα γενέσθαι, ὡς <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ κατὰ Κλεομέδοντος. λέγεται δὲ κλητεύεσθαι καὶ ἐκκλητεύεσθαι ἐπὶ τῶν μαρτύρων, ὅταν μὴ ὑπακούωσι πρὸς τὴν μαρτυρίαν ἐν τοῖς δικαστηρίοις, καὶ ἔστιν ἐπιτίμιον κατ' αὐτῶν δραχμαὶ χίλιαι, ὡς <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ ὑπὲρ Πύθωνος ἀποστασίου.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κοβαλεία,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kobaleia,"Κοβαλεία: <person TLG=""0029"">Δείναρχος</person> ἐν τῇ κατὰ Πυθέου εἰσαγγελίᾳ. κοβαλεία ἐλέγετο ἡ προσποιητὴ μετ' ἀπάτης παιδιὰ, καὶ κόβαλος ὁ ταύτῃ χρώμενος. ἔοικε δὲ συνώνυμον τῷ βωμολόχῳ· <person TLG=""0583"">Φιλόχορος</person>  β Ἀτθίδος ""οὐ γὰρ ὥσπερ ἔνιοι λέγουσι, βωμολόχον τινὰ καὶ κόβαλον γίνεσθαι νομιστέον τὸν Διόνυσον."" <person TLG=""0086"">Ἀριστοτέλης</person> δὲ ἐν η ζῴων ἱστορίας τὸν ὦτόν φησι κόβαλον καὶ μιμητὴν ὄντα ἀντορχούμενον ἁλίσκεσθαι.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κοινὸν_γραμματεῖον_καὶ_ληξιαρχικόν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.koinon_grammateion,"Κοινὸν γραμματεῖον καὶ ληξιαρχικόν: τὸ μὲν κοινὸν γραμματεῖόν ἐστιν εἰς ὃ ἐνεγράφοντο οἱ εἰσαγόμενοι εἰς τοὺς φράτορας καὶ γεννήτας, τὸ δὲ ληξιαρχικὸν εἰς ὃ ἐνεγράφοντο οἱ εἰς τοὺς δήμους ἐγγραφόμενοι, ὡς δεικνύουσιν ἄλλοι τε ῥήτορες καὶ <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ περὶ τοῦ Ἀπολλοδώρου κλήρου.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κοινωνικῶν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.koinonikon,"Κοινωνικῶν: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ περὶ τῶν συμμοριῶν. κοινωνικοὺς ἂν λέγοι τάχα μὲν τοὺς ἀνέμητον οὐσίαν ἔχοντας ἀδελφοὺς, ὧν ὁ μὲν πατὴρ ἐδύνατο λειτουργεῖν, οἱ δὲ κληρονόμοι τῶν ἐκείνου καθ' ἕνα τριηραρχεῖν οὐκ ἐξήρκουν· τάχα δὲ καὶ περὶ τῶν ἑκούσιον κοινωνίαν συνθεμένων ἐμπορίας ἤ τινος ἄλλου, ὧν ἕκαστος οὐκ εἶχε τὸ ὅλον τίμημα τῆς κοινῆς οὐσίας.",
